count,forest,fire_1617_any_fire,fire_1617_unplanned,fire_1617_planned,fire_1718_any_fire,fire_1718_unplanned,fire_1718_planned,fire_1819_any_fire,fire_1819_unplanned,fire_1819_planned,fire_1920_any_fire,fire_1920_unplanned,fire_1920_planned,fire_2021_any_fire,fire_2021_unplanned,fire_2021_planned,total_years_burned,total_unplanned_burns,total_planned_burns,always_burned,any_unplanned_fire,for_ten_MUF,for_ten_NCR,for_ten_ND,for_ten_OCL,for_ten_PRIV,for_ten_Unknown,for_catego_Native forest,for_catego_Non-forest,for_catego_Other forest,state_NSW,state_NT,state_Qld,state_SA,state_Tas,state_Unknown,state_Vic,state_WA
-0.025741156223054007,0.2407803134389548,0.0,-0.5462467202118086,-0.5336598686156527,0.0,-0.5301945103168255,-0.559048161770772,0.0,1.749117978069829,-0.5214585822466381,0.0,1.6400602620488967,-0.5033165259448493,0.0,-0.4944423925068335,-0.5555965461649996,0.0,0.8078061795254314,-1.0302043980118774,0.0,0.6617945394447705,-0.27020743545949866,-0.40481172611105964,-0.13071199068575837,-0.37127030329031385,1.3099880939829858,-0.24078031343895498,0.31281066298103466,-0.24301623256231597,-0.1148289827583651,-0.27657073947677996,1.2728534177707298,-0.751999933112688,-0.15176479739866022,-0.20342518645130334,-0.01522362184172976,-0.20791291880607612,-0.28930869106849744
-0.025380404072953305,0.2407803134389548,0.0,-0.5462467202118086,-0.5336598686156527,0.0,-0.5301945103168255,-0.559048161770772,0.0,-0.571716723821861,-0.5214585822466381,0.0,-0.6097336928038967,-0.5033165259448493,0.0,2.022480303377667,-0.5555965461649996,0.0,-0.15736435610927743,-1.0302043980118774,0.0,0.6617945394447705,-0.27020743545949866,-0.40481172611105964,-0.13071199068575837,-0.37127030329031385,1.3099880939829858,-0.24078031343895498,0.31281066298103466,-0.24301623256231597,-0.1148289827583651,-0.27657073947677996,1.2728534177707298,-0.751999933112688,-0.15176479739866022,-0.20342518645130334,-0.01522362184172976,-0.20791291880607612,-0.28930869106849744
-0.025766472163411953,0.2407803134389548,0.0,1.8306746072768127,-0.5336598686156527,0.0,-0.5301945103168255,-0.559048161770772,0.0,-0.571716723821861,-0.5214585822466381,0.0,-0.6097336928038967,-0.5033165259448493,0.0,2.022480303377667,-0.5555965461649996,0.0,0.8078061795254314,-1.0302043980118774,0.0,0.6617945394447705,-0.27020743545949866,-0.40481172611105964,-0.13071199068575837,2.6934553912275945,-0.7633657165230601,-0.24078031343895498,0.31281066298103466,-0.24301623256231597,-0.1148289827583651,-0.27657073947677996,-0.785636418175626,1.3297873523216777,-0.15176479739866022,-0.20342518645130334,-0.01522362184172976,-0.20791291880607612,-0.28930869106849744
-0.025650742150347065,0.2407803134389548,0.0,1.8306746072768127,-0.5336598686156527,0.0,-0.5301945103168255,1.7887546518935389,0.0,1.749117978069829,-0.5214585822466381,0.0,1.6400602620488967,-0.5033165259448493,0.0,-0.4944423925068335,1.7998672002237799,0.0,1.7729767151601403,0.8234047519684982,0.0,0.6617945394447705,-0.27020743545949866,2.4702841728592886,-0.13071199068575837,-0.37127030329031385,-0.7633657165230601,-0.24078031343895498,0.31281066298103466,-0.24301623256231597,-0.1148289827583651,-0.27657073947677996,1.2728534177707298,-0.751999933112688,-0.15176479739866022,-0.20342518645130334,-0.01522362184172976,-0.20791291880607612,-0.28930869106849744
-0.025747485208143493,0.2407803134389548,0.0,-0.5462467202118086,-0.5336598686156527,0.0,-0.5301945103168255,-0.559048161770772,0.0,1.749117978069829,-0.5214585822466381,0.0,-0.6097336928038967,-0.5033165259448493,0.0,2.022480303377667,-0.5555965461649996,0.0,0.8078061795254314,-1.0302043980118774,0.0,0.6617945394447705,-0.27020743545949866,-0.40481172611105964,-0.13071199068575837,-0.37127030329031385,1.3099880939829858,-0.24078031343895498,0.31281066298103466,-0.24301623256231597,-0.1148289827583651,3.6157114881054033,-0.785636418175626,-0.751999933112688,-0.15176479739866022,-0.20342518645130334,-0.01522362184172976,-0.20791291880607612,-0.28930869106849744
-0.025760143178322467,0.2407803134389548,0.0,-0.5462467202118086,-0.5336598686156527,0.0,-0.5301945103168255,1.7887546518935389,0.0,-0.571716723821861,1.9176978460909146,0.0,-0.6097336928038967,-0.5033165259448493,0.0,-0.4944423925068335,-0.5555965461649996,0.0,-1.1225348917439864,0.8234047519684982,0.0,-1.511042990531435,-0.27020743545949866,2.4702841728592886,-0.13071199068575837,-0.37127030329031385,-0.7633657165230601,-0.24078031343895498,0.31281066298103466,-0.24301623256231597,-0.1148289827583651,-0.27657073947677996,-0.785636418175626,1.3297873523216777,-0.15176479739866022,-0.20342518645130334,-0.01522362184172976,-0.20791291880607612,-0.28930869106849744
0.04777814285786945,-4.153163461403708,0.0,-0.5462467202118086,-0.5336598686156527,0.0,-0.5301945103168255,-0.559048161770772,0.0,-0.571716723821861,-0.5214585822466381,0.0,-0.6097336928038967,-0.5033165259448493,0.0,-0.4944423925068335,-0.5555965461649996,0.0,-1.1225348917439864,-1.0302043980118774,0.0,-1.511042990531435,-0.27020743545949866,-0.40481172611105964,-0.13071199068575837,-0.37127030329031385,-0.7633657165230601,4.153163461403708,-3.1968219704218637,4.114951455942651,-0.1148289827583651,-0.27657073947677996,-0.785636418175626,-0.751999933112688,-0.15176479739866022,-0.20342518645130334,-0.01522362184172976,-0.20791291880607612,3.4565155865408737
-0.024509716552785447,0.2407803134389548,0.0,-0.5462467202118086,-0.5336598686156527,0.0,-0.5301945103168255,-0.559048161770772,0.0,-0.571716723821861,-0.5214585822466381,0.0,-0.6097336928038967,-0.5033165259448493,0.0,2.022480303377667,-0.5555965461649996,0.0,-0.15736435610927743,-1.0302043980118774,0.0,0.6617945394447705,-0.27020743545949866,-0.40481172611105964,-0.13071199068575837,-0.37127030329031385,-0.7633657165230601,-0.24078031343895498,0.31281066298103466,-0.24301623256231597,-0.1148289827583651,-0.27657073947677996,-0.785636418175626,1.3297873523216777,-0.15176479739866022,-0.20342518645130334,-0.01522362184172976,-0.20791291880607612,-0.28930869106849744
-0.025653454572528274,0.2407803134389548,0.0,1.8306746072768127,-0.5336598686156527,0.0,-0.5301945103168255,-0.559048161770772,0.0,1.749117978069829,-0.5214585822466381,0.0,1.6400602620488967,-0.5033165259448493,0.0,2.022480303377667,-0.5555965461649996,0.0,2.7381472507948494,-1.0302043980118774,0.0,0.6617945394447705,-0.27020743545949866,-0.40481172611105964,-0.13071199068575837,-0.37127030329031385,1.3099880939829858,-0.24078031343895498,0.31281066298103466,-0.24301623256231597,-0.1148289827583651,-0.27657073947677996,1.2728534177707298,-0.751999933112688,-0.15176479739866022,-0.20342518645130334,-0.01522362184172976,-0.20791291880607612,-0.28930869106849744
-0.025512408619105444,0.2407803134389548,0.0,-0.5462467202118086,1.8738527268202925,0.0,1.8861002529098898,-0.559048161770772,0.0,1.749117978069829,-0.5214585822466381,0.0,-0.6097336928038967,-0.5033165259448493,0.0,-0.4944423925068335,1.7998672002237799,0.0,0.8078061795254314,0.8234047519684982,0.0,0.6617945394447705,-0.27020743545949866,-0.40481172611105964,-0.13071199068575837,-0.37127030329031385,1.3099880939829858,-0.24078031343895498,0.31281066298103466,-0.24301623256231597,-0.1148289827583651,-0.27657073947677996,1.2728534177707298,-0.751999933112688,-0.15176479739866022,-0.20342518645130334,-0.01522362184172976,-0.20791291880607612,-0.28930869106849744
